yourlist:M20211026F248CABF64506F29A91F8037F07B67D12525920	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
22926	P18850	ATF6A_HUMAN	reviewed	Cyclic AMP-dependent transcription factor ATF-6 alpha (cAMP-dependent transcription factor ATF-6 alpha) (Activating transcription factor 6 alpha) (ATF6-alpha) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 alpha]	ATF6	Homo sapiens (Human)	670
22930	Q15042	RB3GP_HUMAN	reviewed	Rab3 GTPase-activating protein catalytic subunit (RAB3 GTPase-activating protein 130 kDa subunit) (Rab3-GAP p130) (Rab3-GAP)	RAB3GAP1 KIAA0066 RAB3GAP	Homo sapiens (Human)	981
2294	Q12946	FOXF1_HUMAN	reviewed	Forkhead box protein F1 (Forkhead-related activator 1) (FREAC-1) (Forkhead-related protein FKHL5) (Forkhead-related transcription factor 1)	FOXF1 FKHL5 FREAC1	Homo sapiens (Human)	379
22941	Q9UPX8	SHAN2_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1) (Proline-rich synapse-associated protein 1)	SHANK2 CORTBP1 KIAA1022 PROSAP1	Homo sapiens (Human)	1470
22948	P48643	TCPE_HUMAN	reviewed	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	CCT5 CCTE KIAA0098	Homo sapiens (Human)	541
22954	Q13049	TRI32_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A)	TRIM32 HT2A	Homo sapiens (Human)	653
2296	Q12948	FOXC1_HUMAN	reviewed	Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3)	FOXC1 FKHL7 FREAC3	Homo sapiens (Human)	553
22978	P49902	5NTC_HUMAN	reviewed	Cytosolic purine 5'-nucleotidase (EC 3.1.3.5) (Cytosolic 5'-nucleotidase II)	NT5C2 NT5B NT5CP PNT5	Homo sapiens (Human)	561
22999	Q86UR5	RIMS1_HUMAN	reviewed	Regulating synaptic membrane exocytosis protein 1 (Rab-3-interacting molecule 1) (RIM 1) (Rab-3-interacting protein 2)	RIMS1 KIAA0340 RAB3IP2 RIM1 Nbla00761	Homo sapiens (Human)	1692
2301	Q13461	FOXE3_HUMAN	reviewed	Forkhead box protein E3 (Forkhead-related protein FKHL12) (Forkhead-related transcription factor 8) (FREAC-8)	FOXE3 FKHL12 FREAC8	Homo sapiens (Human)	319
23013	Q96T58	MINT_HUMAN	reviewed	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	Homo sapiens (Human)	3664
2303	Q99958	FOXC2_HUMAN	reviewed	Forkhead box protein C2 (Forkhead-related protein FKHL14) (Mesenchyme fork head protein 1) (MFH-1 protein) (Transcription factor FKH-14)	FOXC2 FKHL14 MFH1	Homo sapiens (Human)	501
2304	O00358	FOXE1_HUMAN	reviewed	Forkhead box protein E1 (Forkhead box protein E2) (Forkhead-related protein FKHL15) (HFKH4) (HNF-3/fork head-like protein 5) (HFKL5) (Thyroid transcription factor 2) (TTF-2)	FOXE1 FKHL15 FOXE2 TITF2 TTF2	Homo sapiens (Human)	373
23040	Q9UL68	MYT1L_HUMAN	reviewed	Myelin transcription factor 1-like protein (MyT1-L) (MyT1L)	MYT1L KIAA1106	Homo sapiens (Human)	1186
2308	Q12778	FOXO1_HUMAN	reviewed	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	FOXO1 FKHR FOXO1A	Homo sapiens (Human)	655
23085	Q8IUD2	RB6I2_HUMAN	reviewed	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (Rab6-interacting protein 2)	ERC1 ELKS KIAA1081 RAB6IP2	Homo sapiens (Human)	1116
23086	Q8NEV8	EXPH5_HUMAN	reviewed	Exophilin-5 (Synaptotagmin-like protein homolog lacking C2 domains b) (SlaC2-b) (Slp homolog lacking C2 domains b)	EXPH5 KIAA0624 SLAC2B	Homo sapiens (Human)	1989
23089	Q86TG7	PEG10_HUMAN	reviewed	Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein)	PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3	Homo sapiens (Human)	708
2309	O43524	FOXO3_HUMAN	reviewed	Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1)	FOXO3 FKHRL1 FOXO3A	Homo sapiens (Human)	673
23092	Q9UNA1	RHG26_HUMAN	reviewed	Rho GTPase-activating protein 26 (GTPase regulator associated with focal adhesion kinase) (Oligophrenin-1-like protein) (Rho-type GTPase-activating protein 26)	ARHGAP26 GRAF KIAA0621 OPHN1L	Homo sapiens (Human)	814
23093	Q6EMB2	TTLL5_HUMAN	reviewed	Tubulin polyglutamylase TTLL5 (EC 6.-.-.-) (SRC1 and TIF2-associated modulatory protein) (Tubulin--tyrosine ligase-like protein 5)	TTLL5 KIAA0998 STAMP	Homo sapiens (Human)	1281
23096	Q5JU85	IQEC2_HUMAN	reviewed	IQ motif and SEC7 domain-containing protein 2	IQSEC2 KIAA0522	Homo sapiens (Human)	1488
23112	Q9UPQ9	TNR6B_HUMAN	reviewed	Trinucleotide repeat-containing gene 6B protein	TNRC6B KIAA1093	Homo sapiens (Human)	1833
23118	Q9NYJ8	TAB2_HUMAN	reviewed	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2)	TAB2 KIAA0733 MAP3K7IP2	Homo sapiens (Human)	693
2312	P20930	FILA_HUMAN	reviewed	Filaggrin	FLG	Homo sapiens (Human)	4061
23126	Q7Z3K3	POGZ_HUMAN	reviewed	Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635)	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003	Homo sapiens (Human)	1410
2313	Q01543	FLI1_HUMAN	reviewed	Friend leukemia integration 1 transcription factor (Proto-oncogene Fli-1) (Transcription factor ERGB)	FLI1	Homo sapiens (Human)	452
23133	Q9UPP1	PHF8_HUMAN	reviewed	Histone lysine demethylase PHF8 (EC 1.14.11.27) (EC 1.14.11.65) (PHD finger protein 8) ([histone H3]-dimethyl-L-lysine(36) demethylase PHF8) ([histone H3]-dimethyl-L-lysine(9) demethylase PHF8)	PHF8 KIAA1111 ZNF422	Homo sapiens (Human)	1060
23135	O15054	KDM6B_HUMAN	reviewed	Lysine-specific demethylase 6B (EC 1.14.11.68) (JmjC domain-containing protein 3) (Jumonji domain-containing protein 3) (Lysine demethylase 6B) ([histone H3]-trimethyl-L-lysine(27) demethylase 6B)	KDM6B JMJD3 KIAA0346	Homo sapiens (Human)	1643
23152	Q96RK0	CIC_HUMAN	reviewed	Protein capicua homolog	CIC KIAA0306	Homo sapiens (Human)	1608
2316	P21333	FLNA_HUMAN	reviewed	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	FLNA FLN FLN1	Homo sapiens (Human)	2647
23169	Q9NTN3	S35D1_HUMAN	reviewed	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter (UDP-GlcA/UDP-GalNAc transporter) (Solute carrier family 35 member D1) (UDP-galactose transporter-related protein 7) (UGTrel7)	SLC35D1 KIAA0260 UGTREL7	Homo sapiens (Human)	355
2317	O75369	FLNB_HUMAN	reviewed	Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP)	FLNB FLN1L FLN3 TABP TAP	Homo sapiens (Human)	2602
2318	Q14315	FLNC_HUMAN	reviewed	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	FLNC ABPL FLN2	Homo sapiens (Human)	2725
23181	Q14689	DIP2A_HUMAN	reviewed	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	DIP2A C21orf106 DIP2 KIAA0184	Homo sapiens (Human)	1571
23189	Q14678	KANK1_HUMAN	reviewed	KN motif and ankyrin repeat domain-containing protein 1 (Ankyrin repeat domain-containing protein 15) (Kidney ankyrin repeat-containing protein)	KANK1 ANKRD15 KANK KIAA0172	Homo sapiens (Human)	1352
23204	Q15041	AR6P1_HUMAN	reviewed	ADP-ribosylation factor-like protein 6-interacting protein 1 (ARL-6-interacting protein 1) (Aip-1) (Apoptotic regulator in the membrane of the endoplasmic reticulum)	ARL6IP1 ARL6IP ARMER KIAA0069	Homo sapiens (Human)	203
23209	Q15049	MLC1_HUMAN	reviewed	Membrane protein MLC1	MLC1 KIAA0027 WKL1	Homo sapiens (Human)	377
2322	P36888	FLT3_HUMAN	reviewed	Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase-2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Stem cell tyrosine kinase 1) (STK-1) (CD antigen CD135)	FLT3 CD135 FLK2 STK1	Homo sapiens (Human)	993
23230	Q96RL7	VP13A_HUMAN	reviewed	Vacuolar protein sorting-associated protein 13A (Chorea-acanthocytosis protein) (Chorein)	VPS13A CHAC KIAA0986	Homo sapiens (Human)	3174
23236	Q9NQ66	PLCB1_HUMAN	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	PLCB1 KIAA0581	Homo sapiens (Human)	1216
2324	P35916	VGFR3_HUMAN	reviewed	Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4)	FLT4 VEGFR3	Homo sapiens (Human)	1363
23245	O75129	ASTN2_HUMAN	reviewed	Astrotactin-2	ASTN2 KIAA0634	Homo sapiens (Human)	1339
23261	Q9Y6Y1	CMTA1_HUMAN	reviewed	Calmodulin-binding transcription activator 1	CAMTA1 KIAA0833 MSTP023	Homo sapiens (Human)	1673
2327	Q99518	FMO2_HUMAN	reviewed	Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Dimethylaniline oxidase 2) (FMO 1B1) (Pulmonary flavin-containing monooxygenase 2) (FMO 2)	FMO2	Homo sapiens (Human)	535
23291	Q9UKB1	FBW1B_HUMAN	reviewed	F-box/WD repeat-containing protein 11 (F-box and WD repeats protein beta-TrCP2) (F-box/WD repeat-containing protein 1B) (Homologous to Slimb protein) (HOS)	FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696	Homo sapiens (Human)	542
23312	Q8TDJ6	DMXL2_HUMAN	reviewed	DmX-like protein 2 (Rabconnectin-3)	DMXL2 KIAA0856	Homo sapiens (Human)	3036
23314	Q9UPW6	SATB2_HUMAN	reviewed	DNA-binding protein SATB2 (Special AT-rich sequence-binding protein 2)	SATB2 KIAA1034	Homo sapiens (Human)	733
2332	Q06787	FMR1_HUMAN	reviewed	Synaptic functional regulator FMR1 (Fragile X mental retardation protein 1) (FMRP) (Protein FMR-1)	FMR1	Homo sapiens (Human)	632
23321	Q9C040	TRIM2_HUMAN	reviewed	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2 KIAA0517 RNF86	Homo sapiens (Human)	744
2334	P51816	AFF2_HUMAN	reviewed	AF4/FMR2 family member 2 (Fragile X E mental retardation syndrome protein) (Fragile X mental retardation 2 protein) (FMR2P) (Protein FMR-2) (Protein Ox19)	AFF2 FMR2 OX19	Homo sapiens (Human)	1311
23362	Q9NYI0	PSD3_HUMAN	reviewed	PH and SEC7 domain-containing protein 3 (Epididymis tissue protein Li 20mP) (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 D) (Exchange factor for ARF6 D) (Hepatocellular carcinoma-associated antigen 67) (Pleckstrin homology and SEC7 domain-containing protein 3)	PSD3 EFA6D EFA6R HCA67 KIAA0942	Homo sapiens (Human)	1048
23363	O75147	OBSL1_HUMAN	reviewed	Obscurin-like protein 1	OBSL1 KIAA0657	Homo sapiens (Human)	1896
23365	Q9NZN5	ARHGC_HUMAN	reviewed	Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF)	ARHGEF12 KIAA0382 LARG	Homo sapiens (Human)	1544
23373	Q6UUV9	CRTC1_HUMAN	reviewed	CREB-regulated transcription coactivator 1 (Mucoepidermoid carcinoma translocated protein 1) (Transducer of regulated cAMP response element-binding protein 1) (TORC-1) (Transducer of CREB protein 1)	CRTC1 KIAA0616 MECT1 TORC1 WAMTP1	Homo sapiens (Human)	634
23389	Q71F56	MD13L_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 13-like (Mediator complex subunit 13-like) (Thyroid hormone receptor-associated protein 2) (Thyroid hormone receptor-associated protein complex 240 kDa component-like)	MED13L KIAA1025 PROSIT240 THRAP2 TRAP240L	Homo sapiens (Human)	2210
23394	Q9H2P0	ADNP_HUMAN	reviewed	Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein)	ADNP ADNP1 KIAA0784	Homo sapiens (Human)	1102
23396	O60331	PI51C_HUMAN	reviewed	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Type I phosphatidylinositol 4-phosphate 5-kinase gamma)	PIP5K1C KIAA0589	Homo sapiens (Human)	668
23400	Q9NQ11	AT132_HUMAN	reviewed	Polyamine-transporting ATPase 13A2 (EC 7.6.2.-)	ATP13A2 PARK9	Homo sapiens (Human)	1180
23405	Q9UPY3	DICER_HUMAN	reviewed	Endoribonuclease Dicer (EC 3.1.26.3) (Helicase with RNase motif) (Helicase MOI)	DICER1 DICER HERNA KIAA0928	Homo sapiens (Human)	1922
23417	O95822	DCMC_HUMAN	reviewed	Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)	MLYCD	Homo sapiens (Human)	493
23426	Q9Y3R0	GRIP1_HUMAN	reviewed	Glutamate receptor-interacting protein 1 (GRIP-1)	GRIP1	Homo sapiens (Human)	1128
23430	Q9BZJ3	TRYD_HUMAN	reviewed	Tryptase delta (EC 3.4.21.59) (Delta-tryptase) (HmMCP-3-like tryptase III) (Mast cell mMCP-7-like) (Tryptase-3)	TPSD1	Homo sapiens (Human)	242
23435	Q13148	TADBP_HUMAN	reviewed	TAR DNA-binding protein 43 (TDP-43)	TARDBP TDP43	Homo sapiens (Human)	414
23451	O75533	SF3B1_HUMAN	reviewed	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	SF3B1 SAP155	Homo sapiens (Human)	1304
23462	Q9Y5J3	HEY1_HUMAN	reviewed	Hairy/enhancer-of-split related with YRPW motif protein 1 (Cardiovascular helix-loop-helix factor 2) (CHF-2) (Class B basic helix-loop-helix protein 31) (bHLHb31) (HES-related repressor protein 1) (Hairy and enhancer of split-related protein 1) (HESR-1) (Hairy-related transcription factor 1) (HRT-1) (hHRT1)	HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1	Homo sapiens (Human)	304
23469	Q92576	PHF3_HUMAN	reviewed	PHD finger protein 3	PHF3 KIAA0244	Homo sapiens (Human)	2039
23476	O60885	BRD4_HUMAN	reviewed	Bromodomain-containing protein 4 (Protein HUNK1)	BRD4 HUNK1	Homo sapiens (Human)	1362
2348	P15328	FOLR1_HUMAN	reviewed	Folate receptor alpha (FR-alpha) (Adult folate-binding protein) (FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)	FOLR1 FOLR	Homo sapiens (Human)	257
23503	Q68DK2	ZFY26_HUMAN	reviewed	Zinc finger FYVE domain-containing protein 26 (FYVE domain-containing centrosomal protein) (FYVE-CENT) (Spastizin)	ZFYVE26 KIAA0321	Homo sapiens (Human)	2539
23512	Q15022	SUZ12_HUMAN	reviewed	Polycomb protein SUZ12 (Chromatin precipitated E2F target 9 protein) (ChET 9 protein) (Joined to JAZF1 protein) (Suppressor of zeste 12 protein homolog)	SUZ12 CHET9 JJAZ1 KIAA0160	Homo sapiens (Human)	739
23522	Q8WYB5	KAT6B_HUMAN	reviewed	Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)	KAT6B KIAA0383 MORF MOZ2 MYST4	Homo sapiens (Human)	2073
23529	Q9UBD9	CLCF1_HUMAN	reviewed	Cardiotrophin-like cytokine factor 1 (B-cell-stimulating factor 3) (BSF-3) (Novel neurotrophin-1) (NNT-1)	CLCF1 BSF3 CLC NNT1	Homo sapiens (Human)	225
23545	Q9Y487	VPP2_HUMAN	reviewed	V-type proton ATPase 116 kDa subunit a2 (V-ATPase 116 kDa subunit a2) (Lysosomal H(+)-transporting ATPase V0 subunit a2) (TJ6) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2)	ATP6V0A2	Homo sapiens (Human)	856
23556	O95427	PIGN_HUMAN	reviewed	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-) (MCD4 homolog) (Phosphatidylinositol-glycan biosynthesis class N protein) (PIG-N)	PIGN MCD4	Homo sapiens (Human)	931
23562	O95500	CLD14_HUMAN	reviewed	Claudin-14	CLDN14 UNQ777/PRO1571	Homo sapiens (Human)	239
23592	Q9Y2U8	MAN1_HUMAN	reviewed	Inner nuclear membrane protein Man1 (LEM domain-containing protein 3)	LEMD3 MAN1	Homo sapiens (Human)	911
23594	Q9Y5N6	ORC6_HUMAN	reviewed	Origin recognition complex subunit 6	ORC6 ORC6L	Homo sapiens (Human)	252
23598	Q9HBE1	PATZ1_HUMAN	reviewed	POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)	PATZ1 PATZ RIAZ ZBTB19 ZNF278 ZSG	Homo sapiens (Human)	687
23619	Q9NZV7	ZIM2_HUMAN	reviewed	Zinc finger imprinted 2 (Zinc finger protein 656)	ZIM2 ZNF656	Homo sapiens (Human)	527
23624	Q9ULV8	CBLC_HUMAN	reviewed	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)	CBLC CBL3 RNF57	Homo sapiens (Human)	474
23639	Q86X45	DAA11_HUMAN	reviewed	Dynein axonemal assembly factor 11 (DNAAF11) (Leucine-rich repeat-containing protein 6) (Leucine-rich testis-specific protein) (Protein tilB homolog) (Testis-specific leucine-rich repeat protein)	DNAAF11 LRRC6 LRTP TSLRP	Homo sapiens (Human)	466
23765	Q96F46	I17RA_HUMAN	reviewed	Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217)	IL17RA IL17R	Homo sapiens (Human)	866
238	Q9UM73	ALK_HUMAN	reviewed	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK	Homo sapiens (Human)	1620
2395	Q16595	FRDA_HUMAN	reviewed	Frataxin, mitochondrial (EC 1.16.3.1) (Friedreich ataxia protein) (Fxn) [Cleaved into: Frataxin intermediate form (i-FXN); Frataxin(56-210) (m56-FXN); Frataxin(78-210) (d-FXN) (m78-FXN); Frataxin mature form (Frataxin(81-210)) (m81-FXN)]	FXN FRDA X25	Homo sapiens (Human)	210
24140	Q9UET6	TRM7_HUMAN	reviewed	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	FTSJ1 JM23	Homo sapiens (Human)	329
246213	Q8NDX2	VGLU3_HUMAN	reviewed	Vesicular glutamate transporter 3 (VGluT3) (Solute carrier family 17 member 8)	SLC17A8 VGLUT3	Homo sapiens (Human)	589
2475	P42345	MTOR_HUMAN	reviewed	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1)	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1	Homo sapiens (Human)	2549
2488	P01225	FSHB_HUMAN	reviewed	Follitropin subunit beta (Follicle-stimulating hormone beta subunit) (FSH-B) (FSH-beta) (Follitropin beta chain)	FSHB	Homo sapiens (Human)	129
25	P00519	ABL1_HUMAN	reviewed	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	ABL1 ABL JTK7	Homo sapiens (Human)	1130
2512	P02792	FRIL_HUMAN	reviewed	Ferritin light chain (Ferritin L subunit)	FTL	Homo sapiens (Human)	175
2516	Q13285	STF1_HUMAN	reviewed	Steroidogenic factor 1 (SF-1) (STF-1) (hSF-1) (Adrenal 4-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP)	NR5A1 AD4BP FTZF1 SF1	Homo sapiens (Human)	461
2521	P35637	FUS_HUMAN	reviewed	RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)	FUS TLS	Homo sapiens (Human)	526
2531	Q06136	KDSR_HUMAN	reviewed	3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1) (FVT-1) (Short chain dehydrogenase/reductase family 35C member 1)	KDSR FVT1 SDR35C1	Homo sapiens (Human)	332
253827	Q8IXL7	MSRB3_HUMAN	reviewed	Methionine-R-sulfoxide reductase B3 (MsrB3) (EC 1.8.4.12) (EC 1.8.4.14)	MSRB3 UNQ1965/PRO4487	Homo sapiens (Human)	192
254048	Q6ZU65	UBN2_HUMAN	reviewed	Ubinuclein-2	UBN2 KIAA2030	Homo sapiens (Human)	1347
254065	Q6RI45	BRWD3_HUMAN	reviewed	Bromodomain and WD repeat-containing protein 3	BRWD3	Homo sapiens (Human)	1802
2542	O43826	G6PT1_HUMAN	reviewed	Glucose-6-phosphate exchanger SLC37A4 (Glucose-5-phosphate transporter) (Glucose-6-phosphate translocase) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19)	SLC37A4 G6PT G6PT1 PRO0685 TRG19	Homo sapiens (Human)	429
2548	P10253	LYAG_HUMAN	reviewed	Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase]	GAA	Homo sapiens (Human)	952
254827	Q58DX5	NADL2_HUMAN	reviewed	Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2 (NAALADase L2)	NAALADL2	Homo sapiens (Human)	795
2554	P14867	GBRA1_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1)	GABRA1	Homo sapiens (Human)	456
255738	Q8NBP7	PCSK9_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)	692
255928	Q8NB59	SYT14_HUMAN	reviewed	Synaptotagmin-14 (Synaptotagmin XIV) (SytXIV)	SYT14	Homo sapiens (Human)	555
256076	A8TX70	CO6A5_HUMAN	reviewed	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	Homo sapiens (Human)	2615
2562	P28472	GBRB3_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3)	GABRB3	Homo sapiens (Human)	473
256471	Q8NHS3	MFSD8_HUMAN	reviewed	Major facilitator superfamily domain-containing protein 8 (Ceroid-lipofuscinosis neuronal protein 7)	MFSD8 CLN7	Homo sapiens (Human)	518
2566	P18507	GBRG2_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2)	GABRG2	Homo sapiens (Human)	467
256646	Q86Y26	NUTM1_HUMAN	reviewed	NUT family member 1 (Nuclear protein in testis)	NUTM1 C15orf55 NUT	Homo sapiens (Human)	1132
256764	Q3MJ13	WDR72_HUMAN	reviewed	WD repeat-containing protein 72	WDR72	Homo sapiens (Human)	1102
25782	Q9H2M9	RBGPR_HUMAN	reviewed	Rab3 GTPase-activating protein non-catalytic subunit (RGAP-iso) (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150) (Rab3-GAP150) (Rab3-GAP regulatory subunit)	RAB3GAP2 KIAA0839	Homo sapiens (Human)	1393
25793	Q9Y3I1	FBX7_HUMAN	reviewed	F-box only protein 7	FBXO7 FBX7	Homo sapiens (Human)	522
