yourlist:M202111026320BA52A5CE8FCD097CB85A53697A35277F3CK	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YGR032W	P40989	FKS2_YEAST	reviewed	1,3-beta-glucan synthase component GSC2 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 2) (Glucan synthase of cerevisiae protein 2)	GSC2 FKS2 GLS2 YGR032W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1895
YGR034W	P53221	RL26B_YEAST	reviewed	60S ribosomal protein L26-B (L33) (Large ribosomal subunit protein uL24-B) (YL33)	RPL26B RPL33B YGR034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127
YGR044C	P32338	RME1_YEAST	reviewed	Zinc finger protein RME1	RME1 YGR044C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
YGR046W	P53230	TAM41_YEAST	reviewed	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial import protein MMP37) (Mitochondrial matrix protein of 37 kDa) (Mitochondrial translocator assembly and maintenance protein 41)	TAM41 MMP37 YGR046W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
YGR049W	P32564	SCM4_YEAST	reviewed	Protein SCM4 (Suppressor of CDC4 mutation 4)	SCM4 YGR049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187
YGR056W	P53236	RSC1_YEAST	reviewed	Chromatin structure-remodeling complex subunit RSC1 (RSC complex subunit RSC1) (Remodel the structure of chromatin complex subunit 1)	RSC1 YGR056W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	928
YGR064W	P53240	YG27_YEAST	reviewed	Putative uncharacterized protein YGR064W	YGR064W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
YGR066C	P53242	YG29_YEAST	reviewed	Uncharacterized protein YGR066C	YGR066C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292
YGR077C	P53248	PEX8_YEAST	reviewed	Peroxisomal biogenesis factor 8 (Peroxin-8) (Peroxisomal protein PAS6)	PEX8 PAS6 YGR077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	589
YGR079W	P53249	YG2G_YEAST	reviewed	Putative uncharacterized protein YGR079W	YGR079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
YGR083C	P12754	EI2BD_YEAST	reviewed	Translation initiation factor eIF-2B subunit delta (GCD complex subunit GCD2) (Guanine nucleotide exchange factor subunit GCD2) (eIF-2B GDP-GTP exchange factor subunit delta)	GCD2 TIF224 YGR083C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	651
YGR094W	P07806	SYV_YEAST	reviewed	Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	VAS1 YGR094W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1104
YGR095C	P53256	RRP46_YEAST	reviewed	Exosome complex component RRP46 (Ribosomal RNA-processing protein 46)	RRP46 YGR095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223
YGR096W	P53257	TPC1_YEAST	reviewed	Mitochondrial thiamine pyrophosphate carrier 1	TPC1 YGR096W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YGR100W	P53258	GYP2_YEAST	reviewed	GTPase-activating protein GYP2 (MAC1-dependent regulator) (Protein MIC1)	MDR1 GYP2 MIC1 YGR100W G5717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	950
YGR106C	P53262	VOA1_YEAST	reviewed	V0 assembly protein 1	VOA1 YGR106C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YGR111W	P53265	YG2W_YEAST	reviewed	Uncharacterized protein YGR111W	YGR111W G6145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
YGR116W	P23615	SPT6_YEAST	reviewed	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	SPT6 CRE2 SSN20 YGR116W G6169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1451
YGR138C	P53283	TPO2_YEAST	reviewed	Polyamine transporter 2	TPO2 YGR138C G6417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	614
YGR139W	P53284	YG3G_YEAST	reviewed	Putative uncharacterized protein YGR139W	YGR139W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112
YGR142W	P53286	BTN2_YEAST	reviewed	Protein BTN2 (Batten disease protein 2)	BTN2 YGR142W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	410
YGR148C	P24000	RL24B_YEAST	reviewed	60S ribosomal protein L24-B (L30) (Large ribosomal subunit protein eL24-B) (RP29) (YL21)	RPL24B RPL30B YGR148C G6635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155
YGR158C	P48240	MTR3_YEAST	reviewed	Exosome complex component MTR3 (mRNA transport regulator 3)	MTR3 YGR158C G6676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
YGR163W	P53290	GTR2_YEAST	reviewed	GTP-binding protein GTR2	GTR2 YGR163W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
YGR166W	P32893	TRS65_YEAST	reviewed	Trafficking protein particle complex II-specific subunit 65 (TRAPP II-specific subunit 65) (Beta-glucan synthesis-associated protein TRS65) (Killer toxin-resistance protein 11) (Transport protein particle 65 kDa subunit)	TRS65 KRE11 YGR166W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	560
YGR167W	P17891	CLC1_YEAST	reviewed	Clathrin light chain (CLC)	CLC1 YGR167W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233
YGR172C	P53039	YIP1_YEAST	reviewed	Protein transport protein YIP1 (YPT-interacting protein 1)	YIP1 YGR172C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	248
YGR191W	P06775	HIP1_YEAST	reviewed	Histidine permease	HIP1 YGR191W G7572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603
YGR197C	P46950	SNG1_YEAST	reviewed	Nitrosoguanidine resistance protein SNG1	SNG1 YGR197C G7591	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	547
YGR214W	P32905	RSSA1_YEAST	reviewed	40S ribosomal protein S0-A (Nucleic acid-binding protein NAB1A) (Small ribosomal subunit protein uS2-A)	RPS0A NAB1 NAB1A YST1 YGR214W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	252
YGR222W	P10834	PET54_YEAST	reviewed	Protein PET54 (Petite colonies protein 54)	PET54 YGR222W G8527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293
YGR233C	P17442	PHO81_YEAST	reviewed	Phosphate system positive regulatory protein PHO81 (CDK inhibitor PHO81)	PHO81 YGR233C G8567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1178
YGR244C	P53312	SUCB_YEAST	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	LSC2 YGR244C G8625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427
YGR248W	P53315	SOL4_YEAST	reviewed	6-phosphogluconolactonase 4 (6PGL) (EC 3.1.1.31)	SOL4 YGR248W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	255
YGR249W	P53050	MGA1_YEAST	reviewed	Protein MGA1	MGA1 YGR249W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456
YGR255C	P53318	COQ6_YEAST	reviewed	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-) (Ubiquinone C4-deaminase) (EC 3.5.-.-)	COQ6 YGR255C G9165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	479
YGR258C	P07276	RAD2_YEAST	reviewed	DNA repair protein RAD2 (EC 3.1.-.-)	RAD2 YGR258C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1031
YGR273C	P53329	YG5Q_YEAST	reviewed	Uncharacterized protein YGR273C	YGR273C G9371	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174
YGR274C	P46677	TAF1_YEAST	reviewed	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (TAFII-130) (TAFII-145) (TBP-associated factor 1) (TBP-associated factor 145 kDa)	TAF1 TAF130 TAF145 YGR274C G9374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1066
YGR280C	P53335	PXR1_YEAST	reviewed	Protein PXR1 (G-patch nucleolar protein) (PinX1-related protein 1)	PXR1 GNO1 YGR280C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271
YGR282C	P15703	BGL2_YEAST	reviewed	Glucan 1,3-beta-glucosidase (EC 3.2.1.58) (Exo-1,3-beta-glucanase) (GP29) (Soluble cell wall protein 9)	BGL2 SCW9 YGR282C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313
YGR284C	P53337	ERV29_YEAST	reviewed	ER-derived vesicles protein ERV29	ERV29 YGR284C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
YGR290W	P53339	YG61_YEAST	reviewed	Putative uncharacterized membrane protein YGR290W	YGR290W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147
YGR294W	P53343	PAU12_YEAST	reviewed	Seripauperin-12	PAU12 YGR294W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
YHL002W	P38753	HSE1_YEAST	reviewed	Class E vacuolar protein-sorting machinery protein HSE1	HSE1 YHL002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YHL015W	P38701	RS20_YEAST	reviewed	40S ribosomal protein S20 (Small ribosomal subunit protein uS10)	RPS20 URP2 YHL015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YHL023C	P38742	NPR3_YEAST	reviewed	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	NPR3 RMD11 YHL023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1146
YHL024W	P38741	RIM4_YEAST	reviewed	Meiotic activator RIM4 (Regulator of IME2 protein 4)	RIM4 YHL024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
YHL031C	P38736	GOSR1_YEAST	reviewed	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	GOS1 YHL031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223
YHL036W	P38734	MUP3_YEAST	reviewed	Low-affinity methionine permease	MUP3 YHL036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YHL040C	P38731	ARN1_YEAST	reviewed	Siderophore iron transporter ARN1 (Ferrichrome permease)	ARN1 YHL040C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
YHR006W	P38704	STP2_YEAST	reviewed	Transcription factor STP2	STP2 YHR006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	541
YHR010W	P0C2H6	RL27A_YEAST	reviewed	60S ribosomal protein L27-A (Large ribosomal subunit protein eL27-A)	RPL27A RPL27 YHR010W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136
YHR011W	P38705	SYSM_YEAST	reviewed	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	DIA4 YHR011W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	446
YHR014W	P23624	SPO13_YEAST	reviewed	Meiosis-specific protein SPO13 (Sporulation-specific protein 13)	SPO13 YHR014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
YHR015W	P38760	MIP6_YEAST	reviewed	RNA-binding protein MIP6 (MEX67-interacting protein 6)	MIP6 YHR015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659
YHR017W	P32792	YHH7_YEAST	reviewed	UPF0744 protein YSC83	YSC83 YHR017W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	385
YHR021C	P38711	RS27B_YEAST	reviewed	40S ribosomal protein S27-B (RP61) (Small ribosomal subunit protein eS27-B) (YS20)	RPS27B YHR021C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	82
YHR031C	P38766	RRM3_YEAST	reviewed	ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (Regulation of Ty1 transposition protein 104) (rDNA recombination mutation protein 3)	RRM3 RTT104 YHR031C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	723
YHR033W	P38690	YHJ3_YEAST	reviewed	Uncharacterized protein YHR033W	YHR033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YHR039C	P38694	MSC7_YEAST	reviewed	Putative aldehyde dehydrogenase-like protein YHR039C (EC 1.2.1.-) (Meiotic sister-chromatid recombination protein 7)	MSC7 YHR039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	644
YHR056C	P38781	RSC30_YEAST	reviewed	Chromatin structure-remodeling complex protein RSC30 (Remodel the structure of chromatin complex subunit 30)	RSC30 YHR056C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	883
YHR057C	P23285	CYPB_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B)	CPR2 CRG CYP2 SCC2 YHR057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YHR061C	P38785	GIC1_YEAST	reviewed	GTPase-interacting component 1	GIC1 YHR061C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YHR062C	P38786	RPP1_YEAST	reviewed	Ribonuclease P/MRP protein subunit RPP1 (EC 3.1.26.5) (RNA-processing protein RPP1) (RNaseP/MRP 32.2 kDa subunit)	RPP1 YHR062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293
YHR069C	P38792	RRP4_YEAST	reviewed	Exosome complex component RRP4 (Ribosomal RNA-processing protein 4)	RRP4 YHR069C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	359
YHR076W	P38797	PP2C7_YEAST	reviewed	Protein phosphatase 2C homolog 7, mitochondrial (PP2C-7) (EC 3.1.3.16)	PTC7 YHR076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343
YHR081W	P38801	LRP1_YEAST	reviewed	Exosome complex protein LRP1 (Like an rRNA processing protein 1) (Yeast C1D domain-containing protein) (rRNA processing protein 47)	LRP1 RRP47 YC1D YHR081W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	184
YHR082C	P38691	KSP1_YEAST	reviewed	Serine/threonine-protein kinase KSP1 (EC 2.7.11.1)	KSP1 YHR082C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1029
YHR084W	P13574	STE12_YEAST	reviewed	Protein STE12	STE12 YHR084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	688
YHR086W	Q00539	NAM8_YEAST	reviewed	Protein NAM8	NAM8 MRE2 YHR086W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
YHR089C	P28007	GAR1_YEAST	reviewed	H/ACA ribonucleoprotein complex subunit GAR1 (snoRNP protein GAR1)	GAR1 YHR089C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YHR094C	P32465	HXT1_YEAST	reviewed	Low-affinity glucose transporter HXT1	HXT1 HOR4 YHR094C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
YHR098C	P38810	SFB3_YEAST	reviewed	SED5-binding protein 3 (Lethal with SEC13 protein 1) (SEC24-related protein 3)	SFB3 LST1 YHR098C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	929
YHR115C	P38823	DMA1_YEAST	reviewed	E3 ubiquitin-protein ligase DMA1 (EC 2.3.2.27) (Checkpoint forkhead associated with RING domains-containing protein 1) (Defective in mitotic arrest protein 1) (RING-type E3 ubiquitin transferase DMA1)	DMA1 CHF1 YHR115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
YHR133C	P38837	NSG1_YEAST	reviewed	Protein NSG1 (INSIG homolog 1)	NSG1 YHR133C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291
YHR135C	P23291	KC11_YEAST	reviewed	Casein kinase I homolog 1 (EC 2.7.11.1)	YCK1 CKI2 YHR135C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YHR143W-A	P40422	RPAB4_YEAST	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)	RPC10 RPB12 YHR143W-A YHR143BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	70
YHR148W	P32899	IMP3_YEAST	reviewed	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (Interacting with MPP10 protein 3)	IMP3 YHR148W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
YHR156C	P38852	LIN1_YEAST	reviewed	Protein LIN1	LIN1 YHR156C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340
YHR158C	P38853	KEL1_YEAST	reviewed	Kelch repeat-containing protein 1	KEL1 YHR158C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1164
YHR161C	P38856	AP18A_YEAST	reviewed	Clathrin coat assembly protein AP180A	YAP1801 YHR161C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	637
YHR162W	P38857	MPC2_YEAST	reviewed	Mitochondrial pyruvate carrier 2 (MPC2)	MPC2 YHR162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
YHR168W	P38860	MTG2_YEAST	reviewed	GTPase MTG2, mitochondrial (Mitochondrial GTPase 2)	MTG2 YHR168W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518
YHR170W	P38861	NMD3_YEAST	reviewed	60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)	NMD3 YHR170W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518
YHR172W	P38863	SPC97_YEAST	reviewed	Spindle pole body component SPC97	SPC97 YHR172W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	823
YHR177W	P38867	YHX7_YEAST	reviewed	Uncharacterized protein YHR177W	YHR177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
YHR185C	P38872	ADY1_YEAST	reviewed	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	PFS1 ADY1 YHR185C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YHR188C	P38875	GPI16_YEAST	reviewed	GPI transamidase component GPI16	GPI16 YHR188C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
YHR190W	P29704	FDFT_YEAST	reviewed	Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase)	ERG9 YHR190W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
YHR195W	P38881	NVJ1_YEAST	reviewed	Nucleus-vacuole junction protein 1	NVJ1 VAB36 YHR195W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
YHR196W	P38882	UTP9_YEAST	reviewed	U3 small nucleolar RNA-associated protein 9 (U3 snoRNA-associated protein 9) (U three protein 9) (U3 protein 9 required for transcription) (t-UTP9)	UTP9 YHR196W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	575
YHR206W	P38889	SKN7_YEAST	reviewed	Transcription factor SKN7 (Peroxide sensitivity protein 9)	SKN7 BRY1 POS9 YHR206W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
YIL004C	P22804	BET1_YEAST	reviewed	Protein transport protein BET1 (Suppressor of loss of YPT1 protein 12) (Protein SLY12)	BET1 SLY12 YIL004C YIA4C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142
YIL006W	P40556	YIA6_YEAST	reviewed	Mitochondrial nicotinamide adenine dinucleotide transporter 1 (Mitochondrial NAD(+) transporter 1)	YIA6 NDT1 YIL006W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YIL018W	P0CX45	RL2A_YEAST	reviewed	60S ribosomal protein L2-A (L5) (Large ribosomal subunit protein uL2-A) (RP8) (YL6)	RPL2A RPL5B YFR031C-A YFR031BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
YIL018W	P0CX46	RL2B_YEAST	reviewed	60S ribosomal protein L2-B (L5) (Large ribosomal subunit protein uL2-B) (RP8) (YL6)	RPL2B RPL5A YIL018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
YIL021W	P16370	RPB3_YEAST	reviewed	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (B44.5) (DNA-directed RNA polymerase II 45 kDa polypeptide)	RPB3 YIL021W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
YIL036W	P40535	ACA2_YEAST	reviewed	ATF/CREB activator 2 (Chromosome stability protein CST6)	CST6 ACA2 YIL036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587
YIL045W	P40187	PIG2_YEAST	reviewed	GSY2-interacting protein PIG2	PIG2 YIL045W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
YIL052C	P40525	RL34B_YEAST	reviewed	60S ribosomal protein L34-B (Large ribosomal subunit protein eL34-B)	RPL34B YIL052C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YIL065C	P40515	FIS1_YEAST	reviewed	Mitochondrial fission 1 protein (Mitochondrial division protein 2)	FIS1 MDV2 YIL065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155
YIL071C	P40512	CSN11_YEAST	reviewed	Cop9 signalosome complex subunit 11 (Proteasome-COP9 signalosome-eIF3 domain protein 8)	PCI8 CSN11 YIH1 YIL071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
YIL087C	P40502	AIM19_YEAST	reviewed	Altered inheritance of mitochondria protein 19, mitochondrial	AIM19 YIL087C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157
YIL089W	P40500	YII9_YEAST	reviewed	Uncharacterized membrane protein YIL089W	YIL089W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
YIL101C	P40489	XBP1_YEAST	reviewed	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	XBP1 YIL101C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
YIL109C	P40482	SEC24_YEAST	reviewed	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	SEC24 ANU1 YIL109C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	926
YIL114C	P40478	VDAC2_YEAST	reviewed	Mitochondrial outer membrane protein porin 2 (Voltage-dependent anion-selective channel protein 2) (VDAC-2)	POR2 YIL114C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281
YIL126W	P32597	STH1_YEAST	reviewed	Nuclear protein STH1/NPS1 (EC 3.6.4.12) (ATP-dependent helicase STH1) (Chromatin structure-remodeling complex protein STH1) (SNF2 homolog)	STH1 NPS1 YIL126W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1359
